Attendee_ID,Event_ID,Registration_Date,Event_Date,Event_Type,Location,Topic,Career_Stage,Geographic_Region,CAS_Credential_Status,First_Time_Attendee_Flag,Member_Status
A0680,E193,2022-04-25,2022-12-16,Seminar,New York,Topic 3,Senior,West,Credentialed,False,Member
A0272,E150,2022-07-29,2024-04-02,Local Chapter Event,New York,Topic 5,Senior,Mid-West,Associate,False,Member
A0826,E060,2022-03-10,2022-04-14,Webinar,Online,Topic 3,Student,Mid-West,Non-Member,True,Non-Member
A0790,E152,2022-03-16,2023-11-08,Webinar,Online,Topic 19,Mid-Career,North East,Associate,False,Member
A0578,E168,2022-01-19,2022-07-24,Seminar,San Francisco,Topic 16,Executive,North East,Non-Member,True,Non-Member
A0849,E102,2022-04-21,2022-09-15,Annual Meeting,San Francisco,Topic 12,Student,South,Credentialed,False,Member
A0619,E141,2022-07-16,2023-06-24,Annual Meeting,New York,Topic 4,Student,South,Credentialed,False,Member
A0807,E024,2022-10-18,2023-08-16,Webinar,Online,Topic 3,Mid-Career,North East,Associate,True,Member
A0999,E061,2022-12-02,2023-05-25,Local Chapter Event,New York,Topic 18,Mid-Career,Mid-West,Associate,False,Member
A0818,E132,2023-09-27,2024-04-08,Webinar,Online,Topic 7,Senior,Mid-West,Credentialed,False,Member
A0679,E008,2022-12-11,2023-12-01,Workshop,San Francisco,Topic 12,Mid-Career,Mid-West,Non-Member,True,Non-Member
A0757,E028,2024-11-17,2024-11-22,Annual Meeting,Miami,Topic 3,Entry-Level,Mid-West,Associate,False,Member
A0193,E162,2022-03-04,2024-03-08,Webinar,Online,Topic 19,Entry-Level,North East,Associate,False,Member
A0380,E021,2023-06-10,2024-11-30,Seminar,Miami,Topic 1,Executive,Mid-West,Credentialed,False,Member
A0997,E131,2023-11-20,2024-01-24,Workshop,Chicago,Topic 8,Senior,South,Associate,False,Member
A0064,E101,2022-03-08,2023-05-31,Webinar,Online,Topic 16,Senior,South,Credentialed,False,Member
A0843,E045,2023-08-03,2023-12-31,Local Chapter Event,Houston,Topic 11,Student,Mid-West,Credentialed,False,Member
A0453,E003,2022-02-12,2022-03-29,Workshop,San Francisco,Topic 2,Entry-Level,North East,Credentialed,True,Member
A0017,E040,2022-07-14,2023-11-15,Seminar,San Francisco,Topic 9,Entry-Level,South,Associate,False,Member
A0149,E119,2022-01-30,2024-11-14,Webinar,Online,Topic 4,Entry-Level,Mid-West,Associate,False,Member
A0775,E053,2022-04-08,2022-05-31,Workshop,Chicago,Topic 3,Student,South,Credentialed,True,Member
A0392,E076,2023-06-07,2023-11-17,Annual Meeting,Chicago,Topic 10,Executive,Mid-West,Associate,False,Member
A0975,E117,2022-06-25,2023-03-31,Local Chapter Event,Houston,Topic 19,Mid-Career,International,Credentialed,False,Member
A0518,E021,2024-11-26,2024-11-30,Seminar,Miami,Topic 1,Senior,International,Non-Member,False,Non-Member
A0828,E093,2023-03-31,2024-03-12,Seminar,New York,Topic 8,Senior,South,Associate,False,Member
A0595,E077,2023-04-16,2024-02-24,Webinar,Online,Topic 9,Mid-Career,North East,Associate,False,Member
A0414,E027,2022-02-20,2022-07-20,Webinar,Online,Topic 2,Student,North East,Non-Member,True,Non-Member
A0607,E023,2023-10-07,2023-10-10,Annual Meeting,San Francisco,Topic 19,Senior,South,Associate,False,Member
A0505,E142,2022-01-14,2023-05-17,Annual Meeting,New York,Topic 1,Entry-Level,North East,Credentialed,True,Member
A0003,E175,2022-08-30,2023-06-30,Seminar,Chicago,Topic 13,Executive,International,Associate,False,Member
A0547,E014,2022-01-16,2022-02-04,Local Chapter Event,Houston,Topic 18,Mid-Career,South,Non-Member,True,Non-Member
A0306,E078,2022-01-04,2022-09-03,Workshop,Miami,Topic 10,Entry-Level,North East,Associate,True,Member
A0691,E040,2023-05-11,2023-11-15,Seminar,San Francisco,Topic 9,Executive,South,Associate,True,Member
A0417,E135,2022-02-22,2022-02-27,Annual Meeting,Miami,Topic 15,Executive,West,Credentialed,True,Member
A0376,E139,2022-05-23,2024-11-01,Local Chapter Event,Houston,Topic 8,Entry-Level,International,Associate,False,Member
A0086,E046,2022-04-21,2022-05-03,Seminar,Miami,Topic 2,Senior,West,Credentialed,True,Member
A0010,E152,2023-06-15,2023-11-08,Webinar,Online,Topic 19,Student,South,Non-Member,False,Non-Member
A0598,E137,2022-02-10,2022-02-16,Webinar,Online,Topic 14,Mid-Career,Mid-West,Credentialed,True,Member
A0698,E141,2022-01-07,2023-06-24,Annual Meeting,New York,Topic 4,Entry-Level,International,Associate,False,Member
A0853,E051,2022-12-23,2024-07-17,Workshop,Chicago,Topic 8,Executive,South,Associate,False,Member
A0793,E139,2024-01-20,2024-11-01,Local Chapter Event,Houston,Topic 8,Mid-Career,International,Non-Member,False,Non-Member
A0285,E074,2023-09-15,2023-12-01,Local Chapter Event,Miami,Topic 1,Student,North East,Credentialed,True,Member
A0709,E122,2023-06-23,2024-01-03,Workshop,Chicago,Topic 15,Entry-Level,West,Credentialed,True,Member
A0774,E144,2022-09-26,2023-01-25,Local Chapter Event,Miami,Topic 15,Entry-Level,International,Non-Member,True,Non-Member
A0075,E003,2022-03-06,2022-03-29,Workshop,San Francisco,Topic 2,Student,International,Credentialed,False,Member
A0958,E134,2023-08-16,2024-04-03,Workshop,Miami,Topic 6,Executive,North East,Credentialed,False,Member
A0767,E072,2022-07-24,2023-06-02,Workshop,New York,Topic 5,Executive,Mid-West,Non-Member,False,Non-Member
A0172,E080,2022-07-02,2024-04-07,Workshop,New York,Topic 4,Entry-Level,International,Associate,False,Member
A0242,E132,2023-09-27,2024-04-08,Webinar,Online,Topic 7,Mid-Career,International,Non-Member,False,Non-Member
A0556,E195,2022-07-24,2024-07-08,Seminar,Chicago,Topic 11,Entry-Level,West,Associate,False,Member
A0979,E062,2022-09-30,2024-05-27,Workshop,San Francisco,Topic 16,Student,Mid-West,Non-Member,False,Non-Member
A0009,E181,2024-06-06,2024-10-27,Webinar,Online,Topic 14,Executive,West,Non-Member,False,Non-Member
A0393,E140,2023-02-04,2023-11-07,Workshop,Chicago,Topic 18,Entry-Level,Mid-West,Non-Member,False,Non-Member
A0834,E075,2022-02-25,2022-05-08,Workshop,Chicago,Topic 3,Mid-Career,West,Associate,True,Member
A0480,E134,2022-12-22,2024-04-03,Workshop,Miami,Topic 6,Executive,International,Associate,False,Member
A0584,E113,2022-04-28,2022-10-06,Webinar,Online,Topic 9,Mid-Career,International,Associate,False,Member
A0632,E147,2022-02-10,2022-05-26,Local Chapter Event,New York,Topic 11,Mid-Career,South,Credentialed,False,Member
A0933,E172,2022-01-21,2022-03-02,Seminar,San Francisco,Topic 5,Senior,West,Credentialed,True,Member
A0109,E121,2024-07-05,2024-07-23,Local Chapter Event,Chicago,Topic 5,Executive,Mid-West,Credentialed,False,Member
A0105,E164,2024-08-26,2024-09-10,Local Chapter Event,Chicago,Topic 19,Mid-Career,North East,Credentialed,False,Member
A0340,E045,2023-06-29,2023-12-31,Local Chapter Event,Houston,Topic 11,Mid-Career,West,Associate,False,Member
A0557,E009,2022-06-16,2024-04-11,Workshop,Miami,Topic 19,Executive,Mid-West,Associate,False,Member
A0316,E001,2022-09-19,2024-05-10,Seminar,Miami,Topic 7,Senior,Mid-West,Associate,False,Member
A0063,E164,2022-07-21,2024-09-10,Local Chapter Event,Chicago,Topic 19,Senior,West,Credentialed,True,Member
A0196,E025,2022-05-16,2022-10-16,Webinar,Online,Topic 10,Senior,West,Associate,True,Member
A0234,E141,2022-02-27,2023-06-24,Annual Meeting,New York,Topic 4,Entry-Level,International,Non-Member,False,Non-Member
A0640,E106,2022-03-13,2023-05-14,Webinar,Online,Topic 17,Senior,International,Associate,True,Member
A0716,E153,2022-09-18,2023-04-02,Seminar,San Francisco,Topic 13,Senior,North East,Non-Member,False,Non-Member
A0874,E079,2022-09-04,2024-01-29,Workshop,Chicago,Topic 13,Mid-Career,Mid-West,Credentialed,False,Member
A0272,E147,2022-01-19,2022-05-26,Local Chapter Event,New York,Topic 11,Senior,Mid-West,Associate,True,Member
A0442,E172,2022-01-02,2022-03-02,Seminar,San Francisco,Topic 5,Senior,South,Credentialed,False,Member
A0752,E130,2022-01-29,2022-02-08,Workshop,Miami,Topic 13,Mid-Career,South,Associate,True,Member
A0705,E005,2023-01-09,2023-01-21,Seminar,Miami,Topic 1,Mid-Career,South,Non-Member,True,Non-Member
A0612,E013,2023-05-19,2024-08-13,Seminar,Miami,Topic 8,Mid-Career,Mid-West,Associate,False,Member
A0086,E064,2022-02-21,2024-03-11,Workshop,Houston,Topic 8,Senior,West,Credentialed,False,Member
A0079,E186,2022-01-11,2022-01-25,Webinar,Online,Topic 3,Entry-Level,West,Non-Member,True,Non-Member
A0501,E063,2024-04-13,2024-08-14,Seminar,New York,Topic 4,Mid-Career,West,Associate,True,Member
A0755,E185,2022-03-13,2022-03-27,Workshop,Houston,Topic 17,Entry-Level,North East,Non-Member,True,Non-Member
A0969,E086,2022-05-21,2023-03-20,Workshop,Miami,Topic 12,Senior,International,Associate,False,Member
A0071,E046,2022-02-08,2022-05-03,Seminar,Miami,Topic 2,Senior,South,Credentialed,True,Member
A0149,E142,2022-05-08,2023-05-17,Annual Meeting,New York,Topic 1,Entry-Level,Mid-West,Associate,False,Member
A0929,E006,2023-01-18,2023-04-05,Webinar,Online,Topic 12,Entry-Level,International,Credentialed,False,Member
A0103,E037,2023-06-05,2024-03-06,Webinar,Online,Topic 12,Senior,North East,Associate,False,Member
A0743,E077,2022-04-18,2024-02-24,Webinar,Online,Topic 9,Mid-Career,North East,Non-Member,False,Non-Member
A0860,E186,2022-01-20,2022-01-25,Webinar,Online,Topic 3,Mid-Career,International,Associate,True,Member
A0215,E025,2022-07-14,2022-10-16,Webinar,Online,Topic 10,Entry-Level,Mid-West,Non-Member,False,Non-Member
A0158,E104,2023-10-02,2024-08-14,Workshop,Miami,Topic 12,Mid-Career,International,Credentialed,False,Member
A0726,E069,2023-11-23,2024-08-17,Local Chapter Event,Houston,Topic 16,Mid-Career,West,Non-Member,False,Non-Member
A0592,E141,2022-03-05,2023-06-24,Annual Meeting,New York,Topic 4,Student,North East,Non-Member,False,Non-Member
A0560,E087,2022-01-03,2022-01-05,Workshop,Miami,Topic 15,Executive,West,Non-Member,True,Non-Member
A0334,E184,2022-01-19,2022-01-28,Annual Meeting,New York,Topic 17,Student,West,Associate,True,Member
A0905,E026,2022-03-19,2022-08-19,Webinar,Online,Topic 7,Entry-Level,International,Associate,True,Member
A0509,E164,2023-04-08,2024-09-10,Local Chapter Event,Chicago,Topic 19,Entry-Level,North East,Associate,False,Member
A0307,E076,2022-07-05,2023-11-17,Annual Meeting,Chicago,Topic 10,Entry-Level,West,Associate,False,Member
A0032,E195,2022-11-07,2024-07-08,Seminar,Chicago,Topic 11,Mid-Career,South,Associate,False,Member
A0372,E144,2022-02-26,2023-01-25,Local Chapter Event,Miami,Topic 15,Entry-Level,International,Credentialed,True,Member
A0249,E186,2022-01-23,2022-01-25,Webinar,Online,Topic 3,Executive,Mid-West,Non-Member,True,Non-Member
A0108,E017,2022-01-16,2022-06-11,Workshop,Houston,Topic 14,Senior,International,Credentialed,True,Member
A0370,E048,2022-04-24,2022-07-06,Seminar,Miami,Topic 3,Student,South,Non-Member,True,Non-Member
A0680,E097,2022-07-06,2024-06-30,Annual Meeting,Miami,Topic 7,Senior,West,Credentialed,False,Member
A0859,E016,2023-09-16,2023-12-04,Webinar,Online,Topic 12,Mid-Career,North East,Credentialed,False,Member
A0001,E041,2023-02-25,2023-03-18,Local Chapter Event,Chicago,Topic 3,Mid-Career,North East,Associate,False,Member
A0767,E030,2022-03-22,2024-08-18,Workshop,San Francisco,Topic 1,Executive,Mid-West,Non-Member,False,Non-Member
A0039,E045,2022-10-08,2023-12-31,Local Chapter Event,Houston,Topic 11,Executive,International,Non-Member,True,Non-Member
A0116,E013,2022-12-02,2024-08-13,Seminar,Miami,Topic 8,Executive,Mid-West,Associate,False,Member
A0796,E050,2022-04-22,2022-05-27,Workshop,Houston,Topic 9,Entry-Level,West,Credentialed,True,Member
A0094,E154,2023-08-28,2023-12-18,Seminar,New York,Topic 17,Mid-Career,Mid-West,Non-Member,True,Non-Member
A0376,E075,2022-03-03,2022-05-08,Workshop,Chicago,Topic 3,Entry-Level,International,Associate,True,Member
A0919,E165,2022-02-19,2022-03-22,Local Chapter Event,Houston,Topic 10,Student,North East,Associate,True,Member
A0923,E134,2024-03-03,2024-04-03,Workshop,Miami,Topic 6,Senior,North East,Non-Member,False,Non-Member
A0422,E028,2024-08-20,2024-11-22,Annual Meeting,Miami,Topic 3,Entry-Level,South,Credentialed,False,Member
A0939,E059,2022-08-20,2023-09-20,Annual Meeting,Houston,Topic 6,Entry-Level,West,Non-Member,False,Non-Member
A0162,E031,2023-06-16,2024-10-25,Webinar,Online,Topic 14,Mid-Career,South,Non-Member,False,Non-Member
A0964,E024,2022-12-15,2023-08-16,Webinar,Online,Topic 3,Senior,West,Non-Member,False,Non-Member
A0694,E167,2023-01-10,2024-09-10,Annual Meeting,Miami,Topic 2,Executive,North East,Non-Member,False,Non-Member
A0688,E163,2022-02-17,2023-03-23,Webinar,Online,Topic 6,Executive,International,Non-Member,False,Non-Member
A0256,E192,2022-05-02,2023-10-24,Seminar,Houston,Topic 11,Entry-Level,West,Credentialed,False,Member
A0419,E094,2023-01-03,2024-06-15,Local Chapter Event,Miami,Topic 3,Entry-Level,North East,Credentialed,False,Member
A0920,E185,2022-03-03,2022-03-27,Workshop,Houston,Topic 17,Executive,Mid-West,Associate,True,Member
A0872,E039,2023-07-03,2023-12-11,Workshop,New York,Topic 5,Student,Mid-West,Credentialed,False,Member
A0882,E037,2023-09-28,2024-03-06,Webinar,Online,Topic 12,Senior,Mid-West,Non-Member,False,Non-Member
A0595,E159,2023-09-07,2023-09-16,Workshop,Miami,Topic 14,Mid-Career,North East,Associate,False,Member
A0849,E083,2023-07-15,2023-12-28,Webinar,Online,Topic 19,Student,South,Credentialed,False,Member
A0569,E075,2022-03-23,2022-05-08,Workshop,Chicago,Topic 3,Executive,North East,Credentialed,True,Member
A0456,E046,2022-01-12,2022-05-03,Seminar,Miami,Topic 2,Mid-Career,North East,Associate,True,Member
A0799,E139,2023-07-23,2024-11-01,Local Chapter Event,Houston,Topic 8,Senior,South,Credentialed,False,Member
A0038,E021,2023-01-30,2024-11-30,Seminar,Miami,Topic 1,Senior,West,Credentialed,False,Member
A0410,E136,2022-03-02,2022-03-21,Workshop,San Francisco,Topic 5,Mid-Career,Mid-West,Credentialed,False,Member
A0328,E119,2023-05-27,2024-11-14,Webinar,Online,Topic 4,Mid-Career,North East,Credentialed,False,Member
A0912,E105,2023-12-18,2024-12-02,Seminar,Miami,Topic 12,Student,Mid-West,Associate,False,Member
A0219,E150,2024-01-24,2024-04-02,Local Chapter Event,New York,Topic 5,Mid-Career,North East,Credentialed,False,Member
A0923,E064,2024-02-08,2024-03-11,Workshop,Houston,Topic 8,Senior,North East,Non-Member,False,Non-Member
A0993,E026,2022-04-18,2022-08-19,Webinar,Online,Topic 7,Executive,Mid-West,Associate,True,Member
A0581,E097,2024-01-20,2024-06-30,Annual Meeting,Miami,Topic 7,Mid-Career,South,Associate,False,Member
A0008,E038,2022-04-19,2022-07-09,Seminar,New York,Topic 13,Mid-Career,South,Credentialed,True,Member
A0321,E067,2022-12-18,2023-03-14,Local Chapter Event,San Francisco,Topic 2,Mid-Career,North East,Associate,False,Member
A0328,E043,2022-07-20,2023-10-04,Workshop,Miami,Topic 1,Mid-Career,North East,Credentialed,True,Member
A0893,E163,2022-11-04,2023-03-23,Webinar,Online,Topic 6,Senior,South,Non-Member,True,Non-Member
A0004,E121,2023-04-14,2024-07-23,Local Chapter Event,Chicago,Topic 5,Student,Mid-West,Associate,False,Member
A0179,E133,2022-10-04,2024-10-21,Webinar,Online,Topic 17,Entry-Level,North East,Non-Member,False,Non-Member
A0152,E164,2023-09-14,2024-09-10,Local Chapter Event,Chicago,Topic 19,Mid-Career,International,Credentialed,False,Member
A0638,E054,2022-05-27,2022-09-20,Webinar,Online,Topic 16,Senior,International,Associate,False,Member
A0764,E183,2022-03-14,2024-03-16,Workshop,New York,Topic 5,Senior,International,Credentialed,False,Member
A0219,E173,2023-04-14,2023-08-27,Workshop,Miami,Topic 6,Mid-Career,North East,Credentialed,False,Member
A0269,E020,2024-03-26,2024-12-12,Webinar,Online,Topic 13,Student,West,Non-Member,False,Non-Member
A0503,E147,2022-05-03,2022-05-26,Local Chapter Event,New York,Topic 11,Executive,West,Associate,False,Member
A0310,E006,2022-12-09,2023-04-05,Webinar,Online,Topic 12,Mid-Career,International,Non-Member,False,Non-Member
A0755,E183,2023-11-06,2024-03-16,Workshop,New York,Topic 5,Entry-Level,North East,Non-Member,False,Non-Member
A0234,E080,2022-01-25,2024-04-07,Workshop,New York,Topic 4,Entry-Level,International,Non-Member,False,Non-Member
A0974,E081,2023-04-11,2023-11-16,Seminar,Houston,Topic 19,Senior,International,Associate,False,Member
A0208,E040,2022-10-16,2023-11-15,Seminar,San Francisco,Topic 9,Entry-Level,South,Associate,False,Member
A0124,E108,2024-05-28,2024-10-18,Webinar,Online,Topic 9,Entry-Level,West,Associate,True,Member
A0180,E097,2023-03-24,2024-06-30,Annual Meeting,Miami,Topic 7,Senior,North East,Credentialed,False,Member
A0785,E049,2022-04-27,2023-10-22,Workshop,Houston,Topic 19,Mid-Career,West,Associate,True,Member
A0535,E098,2022-11-10,2022-12-23,Workshop,Chicago,Topic 5,Entry-Level,West,Non-Member,True,Non-Member
A0702,E182,2022-01-24,2022-12-29,Workshop,Miami,Topic 18,Senior,North East,Credentialed,True,Member
A0105,E163,2022-10-17,2023-03-23,Webinar,Online,Topic 6,Mid-Career,North East,Credentialed,True,Member
A0558,E081,2022-08-11,2023-11-16,Seminar,Houston,Topic 19,Mid-Career,West,Credentialed,False,Member
A0855,E015,2022-03-20,2024-10-22,Workshop,Chicago,Topic 4,Entry-Level,Mid-West,Non-Member,False,Non-Member
A0322,E039,2023-03-31,2023-12-11,Workshop,New York,Topic 5,Executive,South,Associate,True,Member
A0443,E160,2023-04-22,2023-08-01,Webinar,Online,Topic 7,Mid-Career,International,Credentialed,False,Member
A0027,E002,2022-02-09,2022-05-02,Seminar,San Francisco,Topic 11,Senior,South,Non-Member,True,Non-Member
A0382,E184,2022-01-25,2022-01-28,Annual Meeting,New York,Topic 17,Student,International,Credentialed,True,Member
A0230,E028,2023-12-24,2024-11-22,Annual Meeting,Miami,Topic 3,Student,South,Credentialed,False,Member
A0960,E184,2022-01-05,2022-01-28,Annual Meeting,New York,Topic 17,Mid-Career,North East,Associate,True,Member
A0041,E004,2022-03-26,2022-12-10,Webinar,Online,Topic 6,Entry-Level,North East,Associate,False,Member
A0845,E182,2022-07-17,2022-12-29,Workshop,Miami,Topic 18,Mid-Career,North East,Credentialed,False,Member
A0172,E141,2022-05-01,2023-06-24,Annual Meeting,New York,Topic 4,Entry-Level,International,Associate,False,Member
A0281,E052,2023-06-15,2023-10-03,Webinar,Online,Topic 18,Mid-Career,North East,Credentialed,False,Member
A0295,E015,2023-03-09,2024-10-22,Workshop,Chicago,Topic 4,Entry-Level,Mid-West,Non-Member,False,Non-Member
A0052,E072,2023-02-06,2023-06-02,Workshop,New York,Topic 5,Entry-Level,North East,Associate,False,Member
A0201,E099,2023-04-12,2024-03-12,Seminar,Chicago,Topic 19,Entry-Level,West,Non-Member,False,Non-Member
A0652,E083,2023-01-15,2023-12-28,Webinar,Online,Topic 19,Senior,South,Credentialed,False,Member
A0760,E127,2022-03-21,2023-05-15,Seminar,New York,Topic 13,Senior,West,Credentialed,True,Member
A0385,E066,2022-08-03,2023-04-15,Seminar,Miami,Topic 19,Mid-Career,South,Credentialed,False,Member
A0461,E198,2023-03-14,2024-04-26,Workshop,Chicago,Topic 19,Senior,International,Associate,False,Member
A0527,E178,2023-08-11,2024-11-15,Local Chapter Event,New York,Topic 3,Entry-Level,South,Associate,False,Member
A0104,E038,2022-04-26,2022-07-09,Seminar,New York,Topic 13,Mid-Career,Mid-West,Associate,True,Member
A0039,E108,2023-01-10,2024-10-18,Webinar,Online,Topic 9,Executive,International,Non-Member,False,Non-Member
A0232,E039,2022-02-17,2023-12-11,Workshop,New York,Topic 5,Student,South,Associate,False,Member
A0228,E008,2023-07-10,2023-12-01,Workshop,San Francisco,Topic 12,Mid-Career,International,Credentialed,True,Member
A0756,E181,2024-02-27,2024-10-27,Webinar,Online,Topic 14,Mid-Career,Mid-West,Non-Member,False,Non-Member
A0535,E115,2022-04-10,2023-11-30,Annual Meeting,Houston,Topic 12,Entry-Level,West,Non-Member,False,Non-Member
A0616,E116,2022-04-23,2023-03-21,Local Chapter Event,Houston,Topic 9,Student,North East,Credentialed,False,Member
A0453,E169,2022-03-22,2022-04-21,Seminar,San Francisco,Topic 16,Entry-Level,North East,Credentialed,False,Member
A0231,E180,2022-10-31,2022-12-31,Annual Meeting,San Francisco,Topic 19,Executive,North East,Associate,False,Member
A0072,E007,2022-03-19,2024-05-06,Seminar,San Francisco,Topic 10,Senior,South,Non-Member,False,Non-Member
A0062,E157,2022-08-18,2022-09-25,Webinar,Online,Topic 12,Mid-Career,Mid-West,Associate,True,Member
A0852,E161,2023-08-15,2024-02-03,Local Chapter Event,Chicago,Topic 2,Mid-Career,International,Credentialed,False,Member
A0535,E106,2023-04-23,2023-05-14,Webinar,Online,Topic 17,Entry-Level,West,Non-Member,False,Non-Member
A0002,E113,2022-04-19,2022-10-06,Webinar,Online,Topic 9,Entry-Level,International,Associate,True,Member
A0276,E180,2022-03-14,2022-12-31,Annual Meeting,San Francisco,Topic 19,Executive,West,Associate,False,Member
A0795,E175,2023-03-21,2023-06-30,Seminar,Chicago,Topic 13,Entry-Level,South,Credentialed,False,Member
A0813,E172,2022-01-19,2022-03-02,Seminar,San Francisco,Topic 5,Student,North East,Credentialed,True,Member
A0925,E044,2022-05-28,2023-01-20,Seminar,Chicago,Topic 12,Mid-Career,Mid-West,Credentialed,False,Member
A0262,E153,2022-07-22,2023-04-02,Seminar,San Francisco,Topic 13,Student,International,Non-Member,True,Non-Member
A0933,E155,2023-01-20,2023-05-03,Webinar,Online,Topic 8,Senior,West,Credentialed,False,Member
A0834,E085,2022-09-03,2023-11-13,Webinar,Online,Topic 11,Mid-Career,West,Associate,False,Member
A0300,E106,2022-01-10,2023-05-14,Webinar,Online,Topic 17,Student,International,Associate,False,Member
A0386,E056,2024-01-21,2024-06-15,Annual Meeting,Houston,Topic 5,Mid-Career,International,Non-Member,True,Non-Member
A0715,E081,2022-01-17,2023-11-16,Seminar,Houston,Topic 19,Student,Mid-West,Credentialed,False,Member
A0993,E045,2022-11-23,2023-12-31,Local Chapter Event,Houston,Topic 11,Executive,Mid-West,Associate,False,Member
A0148,E099,2023-09-06,2024-03-12,Seminar,Chicago,Topic 19,Mid-Career,North East,Credentialed,False,Member
A0105,E140,2022-08-09,2023-11-07,Workshop,Chicago,Topic 18,Mid-Career,North East,Credentialed,False,Member
A0987,E042,2023-03-19,2024-08-09,Annual Meeting,New York,Topic 2,Mid-Career,International,Non-Member,False,Non-Member
A0645,E105,2024-03-05,2024-12-02,Seminar,Miami,Topic 12,Senior,Mid-West,Associate,False,Member
A0502,E092,2023-07-25,2024-10-09,Annual Meeting,Chicago,Topic 1,Entry-Level,South,Non-Member,False,Non-Member
A0847,E183,2023-02-14,2024-03-16,Workshop,New York,Topic 5,Mid-Career,South,Credentialed,False,Member
A0023,E158,2022-03-29,2023-01-24,Annual Meeting,San Francisco,Topic 17,Mid-Career,West,Non-Member,False,Non-Member
A0450,E053,2022-02-06,2022-05-31,Workshop,Chicago,Topic 3,Student,International,Non-Member,True,Non-Member
A0736,E139,2024-08-21,2024-11-01,Local Chapter Event,Houston,Topic 8,Student,Mid-West,Non-Member,False,Non-Member
A0525,E090,2023-08-18,2023-10-19,Workshop,San Francisco,Topic 5,Student,North East,Credentialed,False,Member
A0738,E200,2022-09-13,2024-04-15,Workshop,New York,Topic 17,Senior,West,Credentialed,False,Member
A0033,E023,2022-02-19,2023-10-10,Annual Meeting,San Francisco,Topic 19,Senior,South,Credentialed,False,Member
A0462,E078,2022-04-13,2022-09-03,Workshop,Miami,Topic 10,Executive,South,Non-Member,False,Non-Member
A0122,E188,2022-01-27,2022-02-03,Webinar,Online,Topic 8,Mid-Career,South,Associate,False,Member
A0193,E160,2022-05-27,2023-08-01,Webinar,Online,Topic 7,Entry-Level,North East,Associate,False,Member
A0478,E060,2022-01-25,2022-04-14,Webinar,Online,Topic 3,Mid-Career,International,Credentialed,True,Member
A0014,E134,2022-12-10,2024-04-03,Workshop,Miami,Topic 6,Senior,South,Credentialed,True,Member
A0297,E094,2022-06-14,2024-06-15,Local Chapter Event,Miami,Topic 3,Student,International,Non-Member,True,Non-Member
A0832,E098,2022-03-20,2022-12-23,Workshop,Chicago,Topic 5,Student,International,Credentialed,False,Member
A0346,E072,2022-03-08,2023-06-02,Workshop,New York,Topic 5,Senior,Mid-West,Credentialed,True,Member
A0880,E068,2023-01-15,2024-03-08,Webinar,Online,Topic 15,Entry-Level,South,Associate,False,Member
A0974,E168,2022-01-26,2022-07-24,Seminar,San Francisco,Topic 16,Senior,International,Associate,False,Member
A0643,E069,2024-03-05,2024-08-17,Local Chapter Event,Houston,Topic 16,Student,North East,Non-Member,False,Non-Member
A0926,E120,2022-10-19,2023-07-23,Seminar,Miami,Topic 10,Student,West,Associate,True,Member
A0394,E185,2022-02-08,2022-03-27,Workshop,Houston,Topic 17,Entry-Level,International,Non-Member,False,Non-Member
A0400,E124,2024-02-07,2024-07-01,Seminar,Miami,Topic 8,Senior,South,Credentialed,False,Member
A0609,E006,2022-09-29,2023-04-05,Webinar,Online,Topic 12,Entry-Level,Mid-West,Credentialed,True,Member
A0620,E131,2022-04-10,2024-01-24,Workshop,Chicago,Topic 8,Student,South,Credentialed,False,Member
A0526,E194,2022-06-04,2022-08-31,Annual Meeting,Miami,Topic 4,Student,North East,Non-Member,True,Non-Member
A0880,E171,2023-02-24,2023-10-29,Webinar,Online,Topic 18,Entry-Level,South,Associate,False,Member
A0684,E005,2023-01-09,2023-01-21,Seminar,Miami,Topic 1,Mid-Career,North East,Credentialed,False,Member
A0402,E149,2022-04-09,2022-04-15,Workshop,New York,Topic 16,Mid-Career,West,Credentialed,True,Member
A0586,E051,2024-03-03,2024-07-17,Workshop,Chicago,Topic 8,Executive,International,Credentialed,False,Member
A1000,E152,2023-05-20,2023-11-08,Webinar,Online,Topic 19,Entry-Level,International,Non-Member,False,Non-Member
A0737,E038,2022-07-07,2022-07-09,Seminar,New York,Topic 13,Entry-Level,South,Credentialed,True,Member
A0241,E162,2023-12-24,2024-03-08,Webinar,Online,Topic 19,Executive,West,Credentialed,False,Member
A0023,E124,2023-04-12,2024-07-01,Seminar,Miami,Topic 8,Mid-Career,West,Non-Member,False,Non-Member
A0040,E047,2022-01-21,2022-07-17,Workshop,New York,Topic 9,Senior,Mid-West,Non-Member,False,Non-Member
A0740,E036,2023-06-25,2023-08-01,Webinar,Online,Topic 6,Executive,West,Associate,False,Member
A0154,E023,2022-04-02,2023-10-10,Annual Meeting,San Francisco,Topic 19,Mid-Career,South,Non-Member,False,Non-Member
A0390,E163,2023-02-24,2023-03-23,Webinar,Online,Topic 6,Mid-Career,International,Non-Member,True,Non-Member
A0228,E094,2024-02-06,2024-06-15,Local Chapter Event,Miami,Topic 3,Mid-Career,International,Credentialed,False,Member
A0038,E187,2022-04-25,2022-08-21,Workshop,Houston,Topic 15,Senior,West,Credentialed,True,Member
A0772,E005,2022-05-04,2023-01-21,Seminar,Miami,Topic 1,Entry-Level,West,Associate,False,Member
